date,title,url,is_price_related,preprocessed_title,positive_sentiment,negative_sentiment,neutral_sentiment,rise_present,increase_present,jump_present,surge_present,climb_present,fall_present,drop_present,decrease_present,decline_present,plunge_present,weighted_positive_sentiment,weighted_negative_sentiment,predicted_price_direction
2025-05-11,"Secretary Rollins Suspends Live Animal Imports Through Ports of Entry Along Southern Border, Effective Immediately",https://www.usda.gov/about-usda/news/press-releases/2025/05/11/secretary-rollins-suspends-live-animal-imports-through-ports-entry-along-southern-border-effective,True,secretary rollins suspends live animal imports ports entry along southern border effective immediately,0.205,0.0,0.795,0,0,0,0,0,0,0,0,0,0,0.205,0.0,neutral
2025-01-08,Fact Sheet: Biden-Harris Administration Advances Agricultural Exports in Support of the U.S. Economy,https://www.usda.gov/about-usda/news/press-releases/2025/01/08/fact-sheet-biden-harris-administration-advances-agricultural-exports-support-us-economy,True,fact sheet bidenharris administration advances agricultural exports support us economy,0.231,0.0,0.769,0,0,0,0,0,0,0,0,0,0,0.231,0.0,neutral
2025-01-08,USDA Announces Grants and Technical Assistance Funding for Urban Agriculture and Innovative Production,https://www.usda.gov/about-usda/news/press-releases/2025/01/08/usda-announces-grants-and-technical-assistance-funding-urban-agriculture-and-innovative-production,True,usda announces grants technical assistance funding urban agriculture innovative production,0.375,0.0,0.625,0,0,0,0,0,0,0,0,0,0,0.375,0.0,neutral
2024-07-18,Biden-Harris Administration Announces $90 Million in Innovative Projects that Help Conserve Natural Resources and Address Climate Change as Part of Investing in America Agenda,https://www.usda.gov/about-usda/news/press-releases/2024/07/18/biden-harris-administration-announces-90-million-innovative-projects-help-conserve-natural-resources,True,bidenharris administration announces 90 million innovative projects help conserve natural resources address climate change part investing america agenda,0.351,0.0,0.649,0,0,0,0,0,0,0,0,0,0,0.351,0.0,neutral
2024-06-26,USDA Publishes Request for Information on the Production of Biofuel Feedstocks Using Climate-Smart Practices,https://www.usda.gov/about-usda/news/press-releases/2024/06/26/usda-publishes-request-information-production-biofuel-feedstocks-using-climate-smart-practices,True,usda publishes request information production biofuel feedstocks using climatesmart practices,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2024-04-03,USDA Makes $1.5 Billion Available to Help Farmers Advance Conservation and Climate-Smart Agriculture as Part of President Biden’s Investing in America Agenda,https://www.usda.gov/about-usda/news/press-releases/2024/04/03/usda-makes-15-billion-available-help-farmers-advance-conservation-and-climate-smart-agriculture-part,True,usda makes 15 billion available help farmers advance conservation climatesmart agriculture part president bidens investing america agenda,0.144,0.0,0.856,0,0,0,0,0,0,0,0,0,0,0.144,0.0,neutral
2024-01-10,USDA Partners with Pennsylvania to Award More Than $26 Million to Strengthen Food Supply Chain Infrastructure,https://www.usda.gov/about-usda/news/press-releases/2024/01/10/usda-partners-pennsylvania-award-more-26-million-strengthen-food-supply-chain-infrastructure,True,usda partners pennsylvania award 26 million strengthen food supply chain infrastructure,0.392,0.0,0.608,0,0,0,0,0,0,0,0,0,0,0.392,0.0,neutral
2023-11-27,Biden-Harris Administration Partners with Ag Producers to Strengthen Agricultural Supply Chains and Lower Food Costs,https://www.usda.gov/about-usda/news/press-releases/2023/11/27/biden-harris-administration-partners-ag-producers-strengthen-agricultural-supply-chains-and-lower,True,bidenharris administration partners ag producers strengthen agricultural supply chains lower food costs,0.159,0.152,0.69,0,0,0,0,0,0,0,0,0,0,0.159,0.152,neutral
2023-09-22,"USDA Launches Program to Support Agricultural Employers and Farmworkers, Aiming to Increase Economic and Supply Chain Resilience as Part of President Biden’s Investing in America Agenda",https://www.usda.gov/about-usda/news/press-releases/2023/09/22/usda-launches-program-support-agricultural-employers-and-farmworkers-aiming-increase-economic-and,True,usda launches program support agricultural employers farmworkers aiming increase economic supply chain resilience part president bidens investing america agenda,0.227,0.0,0.773,0,1,0,0,0,0,0,0,0,0,0.227,0.0,neutral
2023-09-13,USDA Celebrates First Year of Partnerships for Climate-Smart Commodities Market Opportunity,https://www.usda.gov/about-usda/news/press-releases/2023/09/13/usda-celebrates-first-year-partnerships-climate-smart-commodities-market-opportunity,True,usda celebrates first year partnerships climatesmart commodities market opportunity,0.481,0.0,0.519,0,0,0,0,0,0,0,0,0,0,0.481,0.0,neutral
2023-07-19,"USDA Launches Historic Partnership with Bipartisan State Attorneys General to Help Reduce Anticompetitive Barriers Across Food, Agriculture Supply Chains",https://www.usda.gov/about-usda/news/press-releases/2023/07/19/usda-launches-historic-partnership-bipartisan-state-attorneys-general-help-reduce-anticompetitive,True,usda launches historic partnership bipartisan state attorneys general help reduce anticompetitive barriers across food agriculture supply chains,0.144,0.0,0.856,0,0,0,0,0,0,0,0,0,0,0.144,0.0,neutral
2023-04-20,Biden-Harris Administration Announces New Steps for Climate Resilience and Forest Conservation,https://www.usda.gov/about-usda/news/press-releases/2023/04/20/biden-harris-administration-announces-new-steps-climate-resilience-and-forest-conservation,True,bidenharris administration announces new steps climate resilience forest conservation,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2022-09-22,Historic Investment in Partnerships for Climate-Smart Commodities and Rural Projects | Hear What They’re Saying,https://www.usda.gov/about-usda/news/press-releases/2022/09/22/historic-investment-partnerships-climate-smart-commodities-and-rural-projects-hear-what-theyre,True,historic investment partnerships climatesmart commodities rural projects hear theyre saying,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2022-06-10,"U.S. Department of Agriculture to Invest up to $65 Million in Pilot Program to Strengthen Food Supply Chain, Reduce Irregular Migration, and Improve Working Conditions for Farmworkers",https://www.usda.gov/about-usda/news/press-releases/2022/06/10/us-department-agriculture-invest-65-million-pilot-program-strengthen-food-supply-chain-reduce,True,us department agriculture invest 65 million pilot program strengthen food supply chain reduce irregular migration improve working conditions farmworkers,0.234,0.0,0.766,0,0,0,0,0,0,0,0,0,0,0.234,0.0,neutral
2022-06-01,"USDA Announces Framework for Shoring Up the Food Supply Chain and Transforming the Food System to Be Fairer, More Competitive, More Resilient",https://www.usda.gov/about-usda/news/press-releases/2022/06/01/usda-announces-framework-shoring-food-supply-chain-and-transforming-food-system-be-fairer-more,True,usda announces framework shoring food supply chain transforming food system fairer competitive resilient,0.124,0.0,0.876,0,0,0,0,0,0,0,0,0,0,0.124,0.0,rise
2022-01-18,U.S. Agriculture Secretary Tom Vilsack Highlights Key Work in 2021 to Combat Climate Change,https://www.usda.gov/about-usda/news/press-releases/2022/01/18/us-agriculture-secretary-tom-vilsack-highlights-key-work-2021-combat-climate-change,True,us agriculture secretary tom vilsack highlights key work 2021 combat climate change,0.0,0.179,0.821,0,0,0,0,0,0,0,0,0,0,0.0,0.179,neutral
2021-09-29,"USDA Announces $3 Billion Investment in Agriculture, Animal Health, and Nutrition; Unveils New Climate Partnership Initiative, Requests Public Input",https://www.usda.gov/about-usda/news/press-releases/2021/09/29/usda-announces-3-billion-investment-agriculture-animal-health-and-nutrition-unveils-new-climate,True,usda announces 3 billion investment agriculture animal health nutrition unveils new climate partnership initiative requests public input,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2021-07-27,Robust Monsoon Rains Follow Last Year's Monsoon Failure,https://www.usda.gov/about-usda/news/radio/daily-newsline/2021-07-27/robust-monsoon-rains-follow-last-years-monsoon-failure,True,robust monsoon rains follow last years monsoon failure,0.205,0.282,0.513,0,0,0,0,0,0,0,0,0,0,0.205,0.282,neutral
2021-04-21,USDA Expands and Renews Conservation Reserve Program in Effort to Boost Enrollment and Address Climate Change,https://www.usda.gov/about-usda/news/press-releases/2021/04/21/usda-expands-and-renews-conservation-reserve-program-effort-boost-enrollment-and-address-climate,True,usda expands renews conservation reserve program effort boost enrollment address climate change,0.291,0.0,0.709,0,0,0,0,0,0,0,0,0,0,0.291,0.0,neutral
2020-10-29,Climate Change Adaptation,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-economist/office-energy-and-environmental-policy/climate-change/climate-change-adaptation,True,climate change adaptation,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2020-07-28,Where Soil Health Meets Public Health: Cover Crops in the Lower Rio Grande Valley,https://www.usda.gov/about-usda/news/blog/where-soil-health-meets-public-health-cover-crops-lower-rio-grande-valley,True,soil health meets public health cover crops lower rio grande valley,0.0,0.18,0.82,0,0,0,0,0,0,0,0,0,0,0.0,0.18,neutral
2020-05-19,"USDA, FDA Strengthen U.S. Food Supply Chain Protections During COVID-19 Pandemic",https://www.usda.gov/about-usda/news/press-releases/2020/05/19/usda-fda-strengthen-us-food-supply-chain-protections-during-covid-19-pandemic,True,usda fda strengthen us food supply chain protections covid19 pandemic,0.204,0.0,0.796,0,0,0,0,0,0,0,0,0,0,0.204,0.0,neutral
2019-04-08,Building Better Futures through SNAP Employment and Training,https://www.usda.gov/about-usda/news/blog/building-better-futures-through-snap-employment-and-training,True,building better futures snap employment training,0.367,0.0,0.633,0,0,0,0,0,0,0,0,0,0,0.367,0.0,neutral
2017-11-30,Secretary Perdue Statement: U.S. Farm Exports to Continue Strong in FY 2018,https://www.usda.gov/about-usda/news/press-releases/2017/11/30/secretary-perdue-statement-us-farm-exports-continue-strong-fy-2018,True,secretary perdue statement us farm exports continue strong fy 2018,0.268,0.0,0.732,0,0,0,0,0,0,0,0,0,0,0.268,0.0,neutral
2017-07-17,Big Data Yields Big Opportunities in Agriculture,https://www.usda.gov/about-usda/news/blog/big-data-yields-big-opportunities-agriculture,True,big data yields big opportunities agriculture,0.342,0.0,0.658,0,0,0,0,0,0,0,0,0,0,0.342,0.0,neutral
2017-05-04,Too Hot for Coffee! Warming Temperatures in Puerto Rico Present a Challenge to Coffee Growers,https://www.usda.gov/about-usda/news/blog/too-hot-coffee-warming-temperatures-puerto-rico-present-challenge-coffee-growers,True,hot coffee warming temperatures puerto rico present challenge coffee growers,0.266,0.0,0.734,0,0,0,0,0,0,0,0,0,0,0.266,0.0,neutral
2016-11-28,USDA Expands Public-Private Partnerships to Create Economic Opportunities through Regional Food Supply Chains,https://www.usda.gov/about-usda/news/press-releases/2016/11/28/usda-expands-public-private-partnerships-create-economic-opportunities-through-regional-food-supply,True,usda expands publicprivate partnerships create economic opportunities regional food supply chains,0.433,0.0,0.567,0,0,0,0,0,0,0,0,0,0,0.433,0.0,neutral
2016-05-27,Northern Plains Regional Climate Hub Extension and Outreach Team Develop Regional Efforts,https://www.usda.gov/about-usda/news/blog/northern-plains-regional-climate-hub-extension-and-outreach-team-develop-regional-efforts,True,northern plains regional climate hub extension outreach team develop regional efforts,0.174,0.0,0.826,0,0,0,0,0,0,0,0,0,0,0.174,0.0,neutral
2016-05-27,USDA Announces More Than $8 Million in Payments to Support the Production of Advanced Biofuel,https://www.usda.gov/about-usda/news/press-releases/2016/05/27/usda-announces-more-8-million-payments-support-production-advanced-biofuel,True,usda announces 8 million payments support production advanced biofuel,0.439,0.0,0.561,0,0,0,0,0,0,0,0,0,0,0.439,0.0,neutral
2016-03-31,"Federal, Philanthropic Partners Join to Strengthen Local Food Supply Chains",https://www.usda.gov/about-usda/news/press-releases/2016/03/31/federal-philanthropic-partners-join-strengthen-local-food-supply-chains,True,federal philanthropic partners join strengthen local food supply chains,0.391,0.0,0.609,0,0,0,0,0,0,0,0,0,0,0.391,0.0,neutral
2016-03-10,Expertise + Training + Commitment = A Day in the Life of a USDA Process Verified Program Auditor,https://www.usda.gov/about-usda/news/blog/expertise-training-commitment-day-life-usda-process-verified-program-auditor,True,expertise training commitment day life usda process verified program auditor,0.224,0.0,0.776,0,0,0,0,0,0,0,0,0,0,0.224,0.0,neutral
2015-12-02,USDA Report Warns Climate Change Likely to Impede Progress on Global Food Security,https://www.usda.gov/about-usda/news/press-releases/2015/12/02/usda-report-warns-climate-change-likely-impede-progress-global-food-security,True,usda report warns climate change likely impede progress global food security,0.356,0.096,0.548,0,0,0,0,0,0,0,0,0,0,0.356,0.096,neutral
2015-11-12,Crop Insurance Keeps the Rural Economy Strong and Sustainable,https://www.usda.gov/about-usda/news/blog/crop-insurance-keeps-rural-economy-strong-and-sustainable,True,crop insurance keeps rural economy strong sustainable,0.355,0.0,0.645,0,0,0,0,0,0,0,0,0,0,0.355,0.0,neutral
2015-07-10,"USDA Grain Inspectors Work to Uphold America's Reputation for Quality, Support New Markets",https://www.usda.gov/about-usda/news/blog/usda-grain-inspectors-work-uphold-americas-reputation-quality-support-new-markets,True,usda grain inspectors work uphold americas reputation quality support new markets,0.213,0.0,0.787,0,0,0,0,0,0,0,0,0,0,0.213,0.0,neutral
2015-04-23,Remarks as Prepared for Delivery by Secretary Vilsack on Rollout of USDA's Building Blocks for Climate Smart Agriculture & Forestry Strategy at Michigan State University,https://www.usda.gov/about-usda/news/transcripts-speeches/2015/04/23/remarks-prepared-delivery-secretary-vilsack-rollout-usdas-building-blocks-climate-smart-agriculture,True,remarks prepared delivery secretary vilsack rollout usdas building blocks climate smart agriculture forestry strategy michigan state university,0.224,0.093,0.683,0,0,0,0,0,0,0,0,0,0,0.224,0.093,neutral
2015-03-23,Promoting Skills and Training for Low-Income Workers,https://www.usda.gov/about-usda/news/blog/promoting-skills-and-training-low-income-workers,True,promoting skills training lowincome workers,0.385,0.0,0.615,0,0,0,0,0,0,0,0,0,0,0.385,0.0,neutral
2013-11-01,APHIS Finalizes Bovine Import Regulations in Line with International Animal Health Standards,https://www.usda.gov/about-usda/news/press-releases/2013/11/01/aphis-finalizes-bovine-import-regulations-line-international-animal-health-standards,True,aphis finalizes bovine import regulations line international animal health standards,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2013-01-11,Secretary's Column: The Importance of a Strong Safety Net,https://www.usda.gov/about-usda/news/blog/secretarys-column-importance-strong-safety-net,True,secretarys column importance strong safety net,0.741,0.0,0.259,0,0,0,0,0,0,0,0,0,0,0.741,0.0,rise
2012-11-30,Statement from Agriculture Secretary Tom Vilsack on Soaring U.S. Exports,https://www.usda.gov/about-usda/news/press-releases/2012/11/30/statement-agriculture-secretary-tom-vilsack-soaring-us-exports,True,statement agriculture secretary tom vilsack soaring us exports,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2012-09-17,"In Good Faith and Good Humor, the Rev. Nonnie Holliman Keeps America’s Food Supply Safe",https://www.usda.gov/about-usda/news/blog/good-faith-and-good-humor-rev-nonnie-holliman-keeps-americas-food-supply-safe,True,good faith good humor rev nonnie holliman keeps americas food supply safe,0.66,0.0,0.34,0,0,0,0,0,0,0,0,0,0,0.66,0.0,rise
2012-07-18,USDA Designates an Additional 39 Counties in 8 States as Primary Natural Disaster Areas Due to Worsening Drought,https://www.usda.gov/about-usda/news/press-releases/2012/07/18/usda-designates-additional-39-counties-8-states-primary-natural-disaster-areas-due-worsening-drought,True,usda designates additional 39 counties 8 states primary natural disaster areas due worsening drought,0.128,0.362,0.51,0,0,0,0,0,0,0,0,0,0,0.128,0.362,fall
2012-07-16,USDA Officials Stand with Farmers and Ranchers Affected by Extreme Weather and Natural Disasters,https://www.usda.gov/about-usda/news/press-releases/2012/07/16/usda-officials-stand-farmers-and-ranchers-affected-extreme-weather-and-natural-disasters,True,usda officials stand farmers ranchers affected extreme weather natural disasters,0.17,0.354,0.476,0,0,0,0,0,0,0,0,0,0,0.17,0.354,fall
2012-07-02,"USDA Press Teleconference with USDA Secretary Tom Vilsack; Secretary of the Navy, Ray Mabus; and Deputy Assistant to the President for Energy and Climate Change, Heather Zichal",https://www.usda.gov/about-usda/news/transcripts-speeches/2012/07/02/usda-press-teleconference-usda-secretary-tom-vilsack-secretary-navy-ray-mabus-and-deputy-assistant,True,usda press teleconference usda secretary tom vilsack secretary navy ray mabus deputy assistant president energy climate change heather zichal,0.104,0.0,0.896,0,0,0,0,0,0,0,0,0,0,0.104,0.0,neutral
2012-02-24,"USDA Goes the Extra Mile for Producers, Helping to Meet Demand for U.S. Cattle",https://www.usda.gov/about-usda/news/press-releases/2012/02/24/usda-goes-extra-mile-producers-helping-meet-demand-us-cattle,True,usda goes extra mile producers helping meet demand us cattle,0.188,0.128,0.684,0,0,0,0,0,0,0,0,0,0,0.188,0.128,neutral
2012-02-10,Statement from Agriculture Secretary Vilsack on Record U.S. Farm Exports for Calendar Year 2011,https://www.usda.gov/about-usda/news/press-releases/2012/02/10/statement-agriculture-secretary-vilsack-record-us-farm-exports-calendar-year-2011,True,statement agriculture secretary vilsack record us farm exports calendar year 2011,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2012-01-16,"Agriculture Secretary Vilsack Highlights Vital Role of American Agriculture in Providing for Airline, Military Fuel Demands",https://www.usda.gov/about-usda/news/press-releases/2012/01/16/agriculture-secretary-vilsack-highlights-vital-role-american-agriculture-providing-airline-military,True,agriculture secretary vilsack highlights vital role american agriculture providing airline military fuel demands,0.155,0.0,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.0,neutral
2010-12-08,Winter Farmers Markets are Hot Despite the Cold Weather,https://www.usda.gov/about-usda/news/blog/winter-farmers-markets-are-hot-despite-cold-weather,True,winter farmers markets hot despite cold weather,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,fall
